Month,Employee Name,Grade,Project Id,Project Name,Billing Type,Client,Vertical,Horizontal,Onsite/Offshore,Billed Hours,Blend,Rate, Cost ,Practice Mul,Client Mul,Unbilled,Comment, Revenue , Compensation ,Travel Expense, Software Licenses , Subcontracting Costs ,Margin
Feb,Nonie Chicco,Associate,183,TXU_SAP_project,T&M,TXU,Manlog,SAP,Offshore,0,OffshoreAssociate,30, 615 ,1,0.95,0,, -   , -   , 200 , 10 , -   , (210)
Feb,Ronny McArthur,Contractor,73,J.P. Morgan Chase_Analytics_project,FixedBid,J.P. Morgan Chase,BFS,Analytics,Onsite,0,OnsiteContractor,35, 45 ,1.2,0.99,0,," 6,653 ", -   , -   , -   , -   ," 6,653 "
Feb,Kalle Sickert,Contractor,228,Microsoft_QA_project,FixedBid,Microsoft,Technology,QA,Offshore,168,OffshoreContractor,48, 45 ,0.8,1.16,0,," 7,127 ", -   , -   , 10 ," 7,560 ", (443)
Feb,Shurwood Ripsher,Senior Associate,264,Viacom_QA_project,T&M,Viacom,Technology,QA,Offshore,161,OffshoreSenior Associate,35, 923 ,0.8,1.15,0,," 5,184 ", 923 , -   , 500 , -   ," 3,761 "
Feb,Lenna Andre,Manager,191,ConAgra_Cloud_project,FixedBid,ConAgra,Retail,Cloud,Offshore,167,OffshoreManager,40," 1,231 ",0.9,1.12,0,," 6,451 "," 1,231 ", -   , 50 , -   ," 5,170 "
Feb,Briny Dionisetto,Director,278,American Express_QA_project,T&M,American Express,BFS,QA,Offshore,0,OffshoreDirector,55," 2,308 ",0.8,1.12,0,, -   , -   , -   , 50 , -   , (50)
Feb,Demeter Copelli,Analyst,248,Bank One Corp._QA_project,T&M,Bank One Corp.,BFS,QA,Onsite,161,OnsiteAnalyst,48," 5,417 ",0.8,0.89,0,," 5,502 "," 5,417 ", 500 , -   , -   , (414)
Feb,Tasha Rossin,Associate,227,Microsoft_SAP_project,T&M,Microsoft,Technology,SAP,Onsite,160,OnsiteAssociate,54," 5,667 ",1,1.16,0,," 10,022 "," 5,667 ", 500 , 10 , -   ," 3,846 "
Feb,Alfi Harrismith,Associate,35,Philip Morris_SAP_project,T&M,Philip Morris,Retail,SAP,Offshore,162,OffshoreAssociate,30, 615 ,1,1.12,0,," 5,443 ", 615 , -   , -   , -   ," 4,828 "
Feb,Margarette Martindale,Contractor,170,Dell Computer_SAP_project,FixedBid,Dell Computer,Technology,SAP,Offshore,160,OffshoreContractor,35, 48 ,1,1.05,0,," 5,880 ", -   , 200 , 10 ," 7,680 "," (2,010)"
Feb,Zelig Childerley,Associate,143,Marathon Oil_HCM_project,T&M,Marathon Oil,Others,HCM,Onsite,116,OnsiteAssociate,54," 5,667 ",1.1,0.96,0,," 6,615 "," 5,667 ", 200 , -   , -   , 748 
Feb,Tedi Windsor,Associate,106,Dynegy_QA_project,T&M,Dynegy,Others,QA,Offshore,0,OffshoreAssociate,30, 615 ,0.8,1.03,0,, -   , -   , -   , 50 , -   , (50)
Feb,Corette Arndt,Contractor,70,Fannie Mae_SAP_project,T&M,Fannie Mae,BFS,SAP,Onsite,139,OnsiteContractor,65, 80 ,1,1.13,0,," 10,210 ", -   , 500 , 10 ," 11,120 "," (1,420)"
Feb,Wilbert Lavalle,Director,140,WorldCom_SAP_project,T&M,WorldCom,Others,SAP,Offshore,168,OffshoreDirector,55," 2,308 ",1,1.2,0,," 11,088 "," 2,308 ", -   , 500 , -   ," 8,280 "
Feb,Harland Yackiminie,Contractor,64,Home Depot_QA_project,T&M,Home Depot,Retail,QA,Offshore,166,OffshoreContractor,35, 53 ,0.8,1.01,0,," 4,694 ", -   , -   , 250 ," 8,798 "," (4,354)"
Feb,Barr Elles,Manager,111,McKesson_QA_project,FixedBid,McKesson,Healthcare,QA,Offshore,161,OffshoreManager,40," 1,231 ",0.8,1.04,0,," 5,325 "," 1,231 ", 500 , -   , -   ," 3,594 "
Feb,Ashlee Banaszewski,Analyst,135,Freddie Mac_Analytics_project,FixedBid,Freddie Mac,BFS,Analytics,Offshore,92,OffshoreAnalyst,24, 385 ,1.2,0.81,0,," 3,732 ", 385 , 750 , -   , -   ," 2,598 "
Feb,Dede Pretswell,Associate,210,International Paper_SAP_project,T&M,International Paper,Others,SAP,Onsite,160,OnsiteAssociate,54," 5,667 ",1,0.93,0,," 8,035 "," 5,667 ", 200 , -   , -   ," 2,169 "
Feb,Benjamin Skein,Contractor,295,Lowe's_QA_project,T&M,Lowe's,Retail,QA,Onsite,160,OnsiteContractor,60, 79 ,0.8,1.19,0,," 9,139 ", -   , 500 , 50 ," 12,640 "," (4,051)"
Feb,Sherri Bazoche,Director,62,Home Depot_HCM_project,T&M,Home Depot,Retail,HCM,Onsite,163,OnsiteDirector,90," 9,167 ",1.1,1.01,0,," 16,298 "," 9,167 ", -   , 250 , -   ," 6,882 "
Feb,Selene Schuck,Contractor,306,Coca-Cola_QA_project,T&M,Coca-Cola,Retail,QA,Offshore,162,OffshoreContractor,60, 74 ,0.8,0.86,0,," 6,687 ", -   , -   , -   ," 11,988 "," (5,301)"
Feb,Joly Van Giffen,Manager,176,Motorola_Analytics_project,T&M,Motorola,Technology,Analytics,Onsite,0,OnsiteManager,65," 7,500 ",1.2,1.1,0,, -   , -   , -   , 500 , -   , (500)
Feb,Kenyon Cullingford,Analyst,266,PG&E Corp._Cloud_project,T&M,PG&E Corp.,Others,Cloud,Onsite,166,OnsiteAnalyst,48," 5,417 ",0.9,1.2,0,," 8,605 "," 5,417 ", -   , -   , -   ," 3,189 "
Feb,Kimball Chastney,Manager,21,Citigroup_Analytics_project,T&M,Citigroup,BFS,Analytics,Onsite,165,OnsiteManager,65," 7,500 ",1.2,0.9,0,," 11,583 "," 7,500 ", -   , -   , -   ," 4,083 "
Feb,Kylen Monroe,Contractor,8,General Motors_QA_project,T&M,General Motors,Manlog,QA,Offshore,167,OffshoreContractor,40, 40 ,0.8,1.03,0,," 5,504 ", -   , 500 , -   ," 6,680 "," (1,676)"
Feb,Kingsley Whimpenny,Analyst,80,Kroger_QA_project,FixedBid,Kroger,Retail,QA,Offshore,165,OffshoreAnalyst,24, 385 ,0.8,1,0,," 3,072 ", 385 , -   , -   , -   ," 2,687 "
Feb,Dar Unitt,Analyst,105,Dynegy_SAP_project,T&M,Dynegy,Others,SAP,Onsite,161,OnsiteAnalyst,48," 5,417 ",1,1.03,0,," 7,960 "," 5,417 ", 750 , 500 , -   ," 1,293 "
Feb,Rourke Czaja,Analyst,62,Home Depot_HCM_project,T&M,Home Depot,Retail,HCM,Offshore,0,OffshoreAnalyst,24, 385 ,1.1,1.01,0,, -   , -   , -   , 10 , -   , (10)
Feb,Penelopa Tidball,Contractor,54,Boeing_SAP_project,T&M,Boeing,Manlog,SAP,Onsite,89,OnsiteContractor,60, 74 ,1,0.99,0,," 5,287 ", -   , 500 , -   ," 6,586 "," (1,799)"
Feb,Ogden Godby,Analyst,307,Archer Daniels Midland_SAP_project,FixedBid,Archer Daniels Midland,Retail,SAP,Offshore,165,OffshoreAnalyst,24, 385 ,1,0.92,0,," 3,533 ", 385 , -   , 500 , -   ," 2,648 "
Feb,Zachariah Treharne,Analyst,149,Safeway_QA_project,T&M,Safeway,Retail,QA,Onsite,0,OnsiteAnalyst,48," 5,417 ",0.8,1.13,0,, -   , -   , -   , 250 , -   , (250)
Feb,Monica Alanbrooke,Contractor,95,Hewlett-Packard_HCM_project,FixedBid,Hewlett-Packard,Technology,HCM,Offshore,0,OffshoreContractor,35, 41 ,1.1,1.11,0,," 6,838 ", -   , 200 , 50 , -   ," 6,588 "
Feb,Christoforo Le Houx,Analyst,40,American Intl. Group_HCM_project,FixedBid,American Intl. Group,Manlog,HCM,Offshore,164,OffshoreAnalyst,24, 385 ,1.1,0.94,0,," 3,971 ", 385 , 750 , -   , -   ," 2,836 "
Feb,Land Coumbe,Analyst,122,Procter & Gamble_QA_project,T&M,Procter & Gamble,Retail,QA,Offshore,0,OffshoreAnalyst,24, 385 ,0.8,1.05,0,, -   , -   , -   , 100 , -   , (100)
Feb,Paquito Leask,Director,33,Philip Morris_Analytics_project,T&M,Philip Morris,Retail,Analytics,Onsite,167,OnsiteDirector,90," 9,167 ",1.2,1.12,0,," 20,200 "," 9,167 ", -   , -   , -   ," 11,034 "
Feb,Denys Owain,Analyst,64,Home Depot_QA_project,T&M,Home Depot,Retail,QA,Onsite,0,OnsiteAnalyst,48," 5,417 ",0.8,1.01,0,, -   , -   , 200 , 500 , -   , (700)
Feb,Gabrila Sefton,Contractor,173,Goldman Sachs Group_SAP_project,T&M,Goldman Sachs Group,BFS,SAP,Offshore,163,OffshoreContractor,40, 44 ,1,1.08,0,," 7,042 ", -   , 200 , -   ," 7,172 ", (330)
Feb,Alena Butter,Associate,164,Mirant_HCM_project,FixedBid,Mirant,Others,HCM,Offshore,161,OffshoreAssociate,30, 615 ,1.1,1.11,0,," 5,861 ", 615 , -   , 250 , -   ," 4,995 "
Feb,Humfrey Beldum,Analyst,286,Cisco Systems_Cloud_project,T&M,Cisco Systems,Technology,Cloud,Offshore,92,OffshoreAnalyst,24, 385 ,0.9,0.95,0,," 1,888 ", 385 , 500 , 10 , -   , 993 
Feb,Rickie Pallaske,Director,65,Bank of America Corp._Analytics_project,T&M,Bank of America Corp.,BFS,Analytics,Onsite,165,OnsiteDirector,90," 9,167 ",1.2,0.88,0,," 15,682 "," 9,167 ", 500 , -   , -   ," 6,015 "
Feb,Shirlee Robel,Associate,102,Dynegy_Cloud_project,T&M,Dynegy,Others,Cloud,Offshore,160,OffshoreAssociate,30, 615 ,0.9,1.03,0,," 4,450 ", 615 , 500 , 250 , -   ," 3,084 "
Feb,Gerrie Ingley,Analyst,116,Sears Roebuck_QA_project,FixedBid,Sears Roebuck,Retail,QA,Offshore,165,OffshoreAnalyst,24, 385 ,0.8,0.9,0,," 2,765 ", 385 ," 1,000 ", -   , -   ," 1,380 "
Feb,Darrel Anmore,Manager,114,Sears Roebuck_HCM_project,T&M,Sears Roebuck,Retail,HCM,Offshore,163,OffshoreManager,40," 1,231 ",1.1,0.9,0,," 6,455 "," 1,231 ", -   , 50 , -   ," 5,174 "
Feb,Rowe Eddoes,Director,160,Pfizer_QA_project,FixedBid,Pfizer,Healthcare,QA,Onsite,165,OnsiteDirector,90," 9,167 ",0.8,1.02,0,," 11,750 "," 9,167 ", -   , 10 , -   ," 2,574 "
Feb,Elberta Jeens,Contractor,131,Albertson's_QA_project,T&M,Albertson's,Retail,QA,Onsite,0,OnsiteContractor,48, 49 ,0.8,1.15,0,, -   , -   , -   , 50 , -   , (50)
Feb,Homer Caplen,Director,165,Mirant_SAP_project,FixedBid,Mirant,Others,SAP,Offshore,0,OffshoreDirector,55," 2,308 ",1,1.11,0,," 9,768 ", -   , -   , -   , -   ," 9,768 "
Feb,Nelly MacGaffey,Senior Associate,34,Philip Morris_HCM_project,T&M,Philip Morris,Retail,HCM,Offshore,0,OffshoreSenior Associate,35, 923 ,1.1,1.12,0,, -   , -   , -   , 10 , -   , (10)
Feb,Bearnard Salsbury,Senior Associate,273,Alcoa_SAP_project,T&M,Alcoa,Manlog,SAP,Offshore,166,OffshoreSenior Associate,35, 923 ,1,1,0,," 5,810 ", 923 , 500 , 250 , -   ," 4,137 "
Feb,Vincents Flewin,Contractor,10,Ford Motor_Analytics_project,FixedBid,Ford Motor,Manlog,Analytics,Offshore,163,OffshoreContractor,65, 78 ,1.2,1.14,0,," 14,227 ", -   , 200 , 500 ," 12,714 ", 813 
Feb,Orland Jesson,Contractor,168,Dell Computer_Analytics_project,FixedBid,Dell Computer,Technology,Analytics,Offshore,168,OffshoreContractor,48, 53 ,1.2,1.05,0,," 9,677 ", -   , 750 , 10 ," 8,904 ", 13 
Feb,Stuart Syres,Contractor,209,International Paper_HCM_project,T&M,International Paper,Others,HCM,Offshore,127,OffshoreContractor,60, 80 ,1.1,0.93,0,," 7,795 ", -   , -   , 100 ," 10,160 "," (2,465)"
Feb,Allister Noddles,Analyst,205,Wells Fargo_SAP_project,T&M,Wells Fargo,BFS,SAP,Offshore,0,OffshoreAnalyst,24, 385 ,1,1,0,, -   , -   , 200 , 500 , -   , (700)
Feb,Gracia Esson,Associate,64,Home Depot_QA_project,T&M,Home Depot,Retail,QA,Offshore,0,OffshoreAssociate,30, 615 ,0.8,1.01,0,, -   , -   , 500 , -   , -   , (500)
Feb,Durand McGinty,Manager,111,McKesson_QA_project,FixedBid,McKesson,Healthcare,QA,Offshore,162,OffshoreManager,40," 1,231 ",0.8,1.04,0,," 5,325 "," 1,231 ", 200 , -   , -   ," 3,894 "
Feb,Maighdiln Dorgan,Contractor,164,Mirant_HCM_project,FixedBid,Mirant,Others,HCM,Offshore,162,OffshoreContractor,48, 55 ,1.1,1.11,0,," 9,377 ", -   , 750 , -   ," 8,910 ", (283)
Feb,Roda Harrow,Contractor,295,Lowe's_QA_project,T&M,Lowe's,Retail,QA,Onsite,167,OnsiteContractor,35, 52 ,0.8,1.19,0,," 5,564 ", -   , -   , 50 ," 8,684 "," (3,170)"
Feb,Dusty Sabin,Manager,167,Dell Computer_Cloud_project,T&M,Dell Computer,Technology,Cloud,Onsite,166,OnsiteManager,65," 7,500 ",0.9,1.05,0,," 10,197 "," 7,500 ", 500 , 250 , -   ," 1,947 "
Feb,Catharina Ingraham,Associate,42,American Intl. Group_QA_project,FixedBid,American Intl. Group,Manlog,QA,Onsite,167,OnsiteAssociate,54," 5,667 ",0.8,0.94,0,," 6,497 "," 5,667 ", 750 , 10 , -   , 71 
Feb,Jase Summersett,Analyst,282,Lehman Brothers Hldgs._Analytics_project,FixedBid,Lehman Brothers Hldgs.,BFS,Analytics,Onsite,168,OnsiteAnalyst,48," 5,417 ",1.2,0.98,0,," 9,032 "," 5,417 ", -   , 100 , -   ," 3,515 "
Feb,Alikee Joscelin,Analyst,228,Microsoft_QA_project,FixedBid,Microsoft,Technology,QA,Offshore,160,OffshoreAnalyst,24, 385 ,0.8,1.16,0,," 3,564 ", 385 , -   , 50 , -   ," 3,129 "
Feb,Ase Odhams,Associate,237,Lucent Technologies_HCM_project,FixedBid,Lucent Technologies,Technology,HCM,Offshore,167,OffshoreAssociate,30, 615 ,1.1,1,0,," 5,280 ", 615 , 750 , 50 , -   ," 3,865 "
Feb,Kalina Gimblett,Analyst,291,CVS_QA_project,FixedBid,CVS,Healthcare,QA,Onsite,109,OnsiteAnalyst,48," 5,417 ",0.8,0.82,0,," 5,038 "," 5,417 ", -   , -   , -   , (379)
Feb,Ariel Birkett,Associate,97,Hewlett-Packard_QA_project,T&M,Hewlett-Packard,Technology,QA,Offshore,166,OffshoreAssociate,30, 615 ,0.8,1.11,0,," 4,422 ", 615 , -   , 50 , -   ," 3,757 "
Feb,Magdalen Southeran,Senior Associate,186,United Technologies_Analytics_project,T&M,United Technologies,Technology,Analytics,Onsite,0,OnsiteSenior Associate,60," 6,250 ",1.2,1.2,0,, -   , -   ," 1,000 ", -   , -   ," (1,000)"
Feb,Nadya Keighley,Associate,62,Home Depot_HCM_project,T&M,Home Depot,Retail,HCM,Offshore,0,OffshoreAssociate,30, 615 ,1.1,1.01,0,, -   , -   , 200 , 500 , -   , (700)
Feb,Gerik Catherall,Associate,102,Dynegy_Cloud_project,T&M,Dynegy,Others,Cloud,Onsite,160,OnsiteAssociate,54," 5,667 ",0.9,1.03,0,," 8,009 "," 5,667 ", 200 , 50 , -   ," 2,093 "
Feb,Lorine Kener,Analyst,238,Lucent Technologies_SAP_project,FixedBid,Lucent Technologies,Technology,SAP,Offshore,135,OffshoreAnalyst,24, 385 ,1,1,0,," 3,840 ", 385 , -   , 50 , -   ," 3,405 "
Feb,Wake Machin,Director,84,Cardinal Health_QA_project,T&M,Cardinal Health,Healthcare,QA,Offshore,86,OffshoreDirector,55," 2,308 ",0.8,0.81,0,," 3,065 "," 2,308 "," 1,000 ", 500 , -   , (743)
Feb,Nita Redihough,Contractor,60,El Paso_QA_project,T&M,El Paso,Others,QA,Onsite,105,OnsiteContractor,35, 48 ,0.8,1.17,0,," 3,440 ", -   , 500 , 100 ," 5,040 "," (2,200)"
Feb,Everett Shillito,Associate,59,El Paso_SAP_project,T&M,El Paso,Others,SAP,Onsite,164,OnsiteAssociate,54," 5,667 ",1,1.17,0,," 10,362 "," 5,667 ", 750 , 100 , -   ," 3,845 "
Feb,Rikki Valentine,Contractor,69,Fannie Mae_HCM_project,FixedBid,Fannie Mae,BFS,HCM,Offshore,160,OffshoreContractor,48, 41 ,1.1,1.13,0,," 9,546 ", -   , -   , 10 ," 6,560 "," 2,976 "
Feb,Leon Milbourn,Senior Manager,297,Sysco_SAP_project,FixedBid,Sysco,Manlog,SAP,Offshore,166,OffshoreSenior Manager,48," 1,538 ",1,0.9,0,," 6,912 "," 1,538 ", -   , 10 , -   ," 5,364 "
Feb,Brockie Suddick,Manager,28,Intl. Business Machines_Analytics_project,FixedBid,Intl. Business Machines,Technology,Analytics,Offshore,83,OffshoreManager,40," 1,231 ",1.2,1.09,0,," 8,371 "," 1,231 "," 1,000 ", 50 , -   ," 6,090 "
Feb,Shelley Blackall,Analyst,144,Marathon Oil_SAP_project,T&M,Marathon Oil,Others,SAP,Onsite,160,OnsiteAnalyst,48," 5,417 ",1,0.96,0,," 7,373 "," 5,417 ", -   , 100 , -   ," 1,856 "
Feb,Alan Pridden,Senior Associate,248,Bank One Corp._QA_project,T&M,Bank One Corp.,BFS,QA,Onsite,161,OnsiteSenior Associate,60," 6,250 ",0.8,0.89,0,," 6,878 "," 6,250 ", 500 , 100 , -   , 28 
Feb,Kesley Anthes,Associate,118,Aquila_QA_project,T&M,Aquila,Others,QA,Offshore,104,OffshoreAssociate,30, 615 ,0.8,1.15,0,," 2,870 ", 615 , -   , -   , -   ," 2,255 "
Feb,Amerigo Freeth,Contractor,241,Lockheed Martin_QA_project,T&M,Lockheed Martin,Technology,QA,Onsite,138,OnsiteContractor,40, 46 ,0.8,0.82,0,," 3,621 ", -   , 200 , 10 ," 6,348 "," (2,937)"
Feb,Karol Markwelley,Associate,169,Dell Computer_HCM_project,T&M,Dell Computer,Technology,HCM,Onsite,167,OnsiteAssociate,54," 5,667 ",1.1,1.05,0,," 10,416 "," 5,667 ", 500 , 10 , -   ," 4,239 "
Feb,Brigid Folke,Manager,195,ConAgra_QA_project,T&M,ConAgra,Retail,QA,Offshore,163,OffshoreManager,40," 1,231 ",0.8,1.12,0,," 5,842 "," 1,231 ", 750 , 100 , -   ," 3,761 "
Feb,Filmore Rollitt,Contractor,209,International Paper_HCM_project,T&M,International Paper,Others,HCM,Onsite,167,OnsiteContractor,65, 70 ,1.1,0.93,0,," 11,105 ", -   , 750 , 10 ," 11,690 "," (1,345)"
Feb,Rivalee Kubiczek,Analyst,211,International Paper_QA_project,FixedBid,International Paper,Others,QA,Offshore,0,OffshoreAnalyst,24, 385 ,0.8,0.93,0,," 2,857 ", -   , 500 , -   , -   ," 2,357 "
Feb,Roobbie Shuker,Analyst,208,International Paper_Analytics_project,FixedBid,International Paper,Others,Analytics,Offshore,116,OffshoreAnalyst,24, 385 ,1.2,0.93,0,," 4,285 ", 385 , 500 , 100 , -   ," 3,301 "
Feb,Hobey Towersey,Analyst,253,BellSouth_SAP_project,T&M,BellSouth,Technology,SAP,Offshore,161,OffshoreAnalyst,24, 385 ,1,1.07,0,," 4,134 ", 385 , -   , -   , -   ," 3,750 "
Feb,Catherine Deary,Contractor,120,Target_SAP_project,T&M,Target,Retail,SAP,Offshore,165,OffshoreContractor,48, 51 ,1,0.84,0,," 6,653 ", -   , -   , 10 ," 8,415 "," (1,772)"
Feb,Tomi Langeley,Contractor,292,Lowe's_Analytics_project,T&M,Lowe's,Retail,Analytics,Offshore,160,OffshoreContractor,35, 49 ,1.2,1.19,0,," 7,997 ", -   ," 1,000 ", 10 ," 7,840 ", (853)
Feb,Paulo Nodin,Associate,12,Ford Motor_SAP_project,T&M,Ford Motor,Manlog,SAP,Offshore,161,OffshoreAssociate,30, 615 ,1,1.14,0,," 5,506 ", 615 , 200 , -   , -   ," 4,691 "
Feb,Rodi Kimble,Senior Associate,143,Marathon Oil_HCM_project,T&M,Marathon Oil,Others,HCM,Onsite,0,OnsiteSenior Associate,60," 6,250 ",1.1,0.96,0,, -   , -   , 500 , -   , -   , (500)
Feb,Hilda Gillion,Analyst,212,Delphi_Cloud_project,T&M,Delphi,Manlog,Cloud,Onsite,162,OnsiteAnalyst,48," 5,417 ",0.9,0.86,0,," 6,019 "," 5,417 ", -   , 50 , -   , 552 
Feb,Carolus Woakes,Contractor,68,Bank of America Corp._QA_project,T&M,Bank of America Corp.,BFS,QA,Offshore,0,OffshoreContractor,65, 78 ,0.8,0.88,0,, -   , -   ," 1,000 ", 50 , -   ," (1,050)"
Feb,Gwenneth Pittford,Contractor,78,Kroger_HCM_project,T&M,Kroger,Retail,HCM,Onsite,165,OnsiteContractor,72, 71 ,1.1,1,0,," 13,068 ", -   , 500 , 500 ," 11,715 ", 353 
Feb,Isa Steinor,Analyst,94,Hewlett-Packard_Analytics_project,T&M,Hewlett-Packard,Technology,Analytics,Onsite,110,OnsiteAnalyst,48," 5,417 ",1.2,1.11,0,," 7,033 "," 5,417 ", 200 , 50 , -   ," 1,366 "
Feb,Roderic Danhel,Associate,93,Hewlett-Packard_Cloud_project,FixedBid,Hewlett-Packard,Technology,Cloud,Offshore,164,OffshoreAssociate,30, 615 ,0.9,1.11,0,," 4,795 ", 615 , 750 , -   , -   ," 3,430 "
Feb,Brewer Simnor,Senior Manager,299,Bristol-Myers Squibb_HCM_project,FixedBid,Bristol-Myers Squibb,Healthcare,HCM,Onsite,160,OnsiteSenior Manager,72," 8,333 ",1.1,1.17,0,," 14,826 "," 8,333 ", 750 , -   , -   ," 5,743 "
Feb,Court Huband,Analyst,142,Marathon Oil_Analytics_project,T&M,Marathon Oil,Others,Analytics,Offshore,166,OffshoreAnalyst,24, 385 ,1.2,0.96,0,," 4,590 ", 385 , -   , 10 , -   ," 4,195 "
Feb,Ebony Edling,Associate,126,AOL Time Warner_Analytics_project,T&M,AOL Time Warner,Technology,Analytics,Onsite,0,OnsiteAssociate,54," 5,667 ",1.2,0.95,0,, -   , -   ," 1,000 ", 10 , -   ," (1,010)"
Feb,Devon Burberry,Analyst,99,Morgan Stanley_HCM_project,T&M,Morgan Stanley,BFS,HCM,Offshore,161,OffshoreAnalyst,24, 385 ,1.1,1.01,0,," 4,293 ", 385 , -   , 500 , -   ," 3,408 "
Feb,Cyrille Bull,Director,192,ConAgra_Analytics_project,FixedBid,ConAgra,Retail,Analytics,Onsite,164,OnsiteDirector,90," 9,167 ",1.2,1.12,0,," 19,354 "," 9,167 ", -   , 50 , -   ," 10,137 "
Feb,Dagny Cleave,Senior Associate,179,Motorola_QA_project,FixedBid,Motorola,Technology,QA,Onsite,167,OnsiteSenior Associate,60," 6,250 ",0.8,1.1,0,," 8,448 "," 6,250 ", -   , 50 , -   ," 2,148 "
Feb,Caren Rowly,Manager,238,Lucent Technologies_SAP_project,FixedBid,Lucent Technologies,Technology,SAP,Onsite,167,OnsiteManager,65," 7,500 ",1,1,0,," 10,400 "," 7,500 ", -   , 250 , -   ," 2,650 "
Feb,Avictor Somerbell,Contractor,134,Kmart_QA_project,T&M,Kmart,Retail,QA,Offshore,163,OffshoreContractor,48, 49 ,0.8,1.06,0,," 6,635 ", -   , 750 , 10 ," 7,987 "," (2,112)"
Feb,Ado Faulconbridge,Contractor,133,Berkshire Hathaway_QA_project,T&M,Berkshire Hathaway,BFS,QA,Offshore,163,OffshoreContractor,48, 50 ,0.8,1.03,0,," 6,447 ", -   , -   , 10 ," 8,150 "," (1,713)"
Feb,Norbie Humpherston,Analyst,165,Mirant_SAP_project,FixedBid,Mirant,Others,SAP,Onsite,80,OnsiteAnalyst,48," 5,417 ",1,1.11,0,," 8,525 "," 5,417 ", 500 , 100 , -   ," 2,508 "
Feb,Red Harrhy,Manager,245,Walgreen_SAP_project,T&M,Walgreen,Healthcare,SAP,Offshore,115,OffshoreManager,40," 1,231 ",1,0.86,0,," 3,956 "," 1,231 ", 500 , 10 , -   ," 2,215 "
Feb,Yehudi Sheardown,Analyst,40,American Intl. Group_HCM_project,FixedBid,American Intl. Group,Manlog,HCM,Offshore,163,OffshoreAnalyst,24, 385 ,1.1,0.94,0,," 3,971 ", 385 ," 1,000 ", 500 , -   ," 2,086 "
Feb,Dolley Paxforde,Contractor,203,Wells Fargo_Analytics_project,FixedBid,Wells Fargo,BFS,Analytics,Onsite,0,OnsiteContractor,35, 44 ,1.2,1,0,," 6,720 ", -   , 500 , 10 , -   ," 6,210 "
Feb,Aubrie Iredell,Analyst,127,AOL Time Warner_HCM_project,FixedBid,AOL Time Warner,Technology,HCM,Offshore,164,OffshoreAnalyst,24, 385 ,1.1,0.95,0,," 4,013 ", 385 , -   , -   , -   ," 3,628 "
Feb,Clarence Carman,Analyst,72,J.P. Morgan Chase_Cloud_project,FixedBid,J.P. Morgan Chase,BFS,Cloud,Onsite,161,OnsiteAnalyst,48," 5,417 ",0.9,0.99,0,," 6,843 "," 5,417 ", 500 , 50 , -   , 876 
Feb,Ezekiel Eynon,Analyst,145,Marathon Oil_QA_project,T&M,Marathon Oil,Others,QA,Offshore,165,OffshoreAnalyst,24, 385 ,0.8,0.96,0,," 3,041 ", 385 , -   , -   , -   ," 2,657 "
Feb,Silvain Hacard,Manager,255,Honeywell Intl._Cloud_project,T&M,Honeywell Intl.,Technology,Cloud,Offshore,166,OffshoreManager,40," 1,231 ",0.9,1.17,0,," 6,992 "," 1,231 "," 1,000 ", 50 , -   ," 4,711 "
Feb,Yasmin Sextone,Senior Manager,57,El Paso_Analytics_project,T&M,El Paso,Others,Analytics,Offshore,163,OffshoreSenior Manager,48," 1,538 ",1.2,1.17,0,," 10,985 "," 1,538 ", -   , 500 , -   ," 8,946 "
Feb,Sammie Desmond,Director,180,Allstate_QA_project,FixedBid,Allstate,Manlog,QA,Offshore,89,OffshoreDirector,55," 2,308 ",0.8,1.04,0,," 7,322 "," 2,308 ", -   , -   , -   ," 5,014 "
Feb,Garner Tittershill,Analyst,266,PG&E Corp._Cloud_project,T&M,PG&E Corp.,Others,Cloud,Offshore,166,OffshoreAnalyst,24, 385 ,0.9,1.2,0,," 4,303 ", 385 , -   , 50 , -   ," 3,868 "
Feb,Pieter Conen,Director,85,Merck_HCM_project,T&M,Merck,Healthcare,HCM,Onsite,0,OnsiteDirector,90," 9,167 ",1.1,0.88,0,, -   , -   , 200 , 10 , -   , (210)
Feb,Gardiner Sowten,Contractor,297,Sysco_SAP_project,FixedBid,Sysco,Manlog,SAP,Onsite,0,OnsiteContractor,35, 49 ,1,0.9,0,," 5,040 ", -   , -   , -   , -   ," 5,040 "
Feb,Carole Blindt,Director,149,Safeway_QA_project,T&M,Safeway,Retail,QA,Onsite,0,OnsiteDirector,90," 9,167 ",0.8,1.13,0,, -   , -   , -   , 500 , -   , (500)
Feb,Chuck Eaglestone,Contractor,61,Home Depot_Analytics_project,T&M,Home Depot,Retail,Analytics,Onsite,162,OnsiteContractor,72, 73 ,1.2,1.01,0,," 14,137 ", -   , -   , 100 ," 11,826 "," 2,211 "
Feb,Deana Elijahu,Contractor,73,J.P. Morgan Chase_Analytics_project,FixedBid,J.P. Morgan Chase,BFS,Analytics,Offshore,0,OffshoreContractor,40, 46 ,1.2,0.99,0,," 7,603 ", -   , 500 , 50 , -   ," 7,053 "
Feb,Ryley Kunzelmann,Manager,210,International Paper_SAP_project,T&M,International Paper,Others,SAP,Onsite,111,OnsiteManager,65," 7,500 ",1,0.93,0,," 6,710 "," 7,500 "," 1,000 ", 50 , -   ," (1,840)"
